sala_origen,sala_destino,edificio_origen,edificio_destino,piso_origen,piso_destino,distancia,tipo_transicion,costo_final,costo
r7,r30,E3,E2,1,3,70.4557,cambio_edificio,13.0456,13.0456
r8,r1,E4,E1,1,1,70.4557,cambio_edificio,13.0456,13.0456
r8,r2,E4,E2,1,1,93.5094,cambio_edificio,15.3509,15.3509
r8,r3,E4,E3,1,1,149.4122,cambio_edificio,20.9412,20.9412
r8,r4,E4,E4,1,1,8.0,mismo_piso,1.3,1.3
r8,r5,E4,E1,1,1,70.0,cambio_edificio,13.0,13.0
r8,r6,E4,E2,1,1,98.9949,cambio_edificio,15.8995,15.8995
r8,r7,E4,E3,1,1,156.5248,cambio_edificio,21.6525,21.6525
r8,r8,E4,E4,1,1,0.0,misma_sala,0.0,0.0
r8,r9,E4,E1,1,1,62.514,cambio_edificio,12.2514,12.2514
r8,r10,E4,E2,1,1,87.6812,cambio_edificio,14.7681,14.7681
r8,r11,E4,E3,1,1,145.8355,cambio_edificio,20.5836,20.5836
r8,r12,E4,E4,1,1,11.3137,mismo_piso,1.6314,1.6314
r8,r13,E4,E1,1,2,70.5691,cambio_edificio,13.0569,13.0569
r8,r14,E4,E2,1,2,93.5949,cambio_edificio,15.3595,15.3595
r8,r15,E4,E3,1,2,149.4657,cambio_edificio,20.9466,20.9466
r8,r16,E4,E4,1,2,8.9443,distinto_piso,2.8944,2.8944
r8,r17,E4,E1,1,2,70.1142,cambio_edificio,13.0114,13.0114
r8,r18,E4,E2,1,2,99.0757,cambio_edificio,15.9076,15.9076
r8,r19,E4,E3,1,2,156.5759,cambio_edificio,21.6576,21.6576
r8,r20,E4,E4,1,2,4.0,distinto_piso,2.4,2.4
r8,r21,E4,E1,1,2,62.6418,cambio_edificio,12.2642,12.2642
r8,r22,E4,E2,1,2,87.7724,cambio_edificio,14.7772,14.7772
r8,r23,E4,E3,1,2,145.8904,cambio_edificio,20.589,20.589
r8,r24,E4,E4,1,2,12.0,distinto_piso,3.2,3.2
r8,r25,E4,E1,1,3,70.9084,cambio_edificio,13.0908,13.0908
r8,r26,E4,E2,1,3,93.8509,cambio_edificio,15.3851,15.3851
r8,r27,E4,E3,1,3,149.6262,cambio_edificio,20.9626,20.9626
r8,r28,E4,E4,1,3,11.3137,distinto_piso,3.1314,3.1314
r8,r29,E4,E1,1,3,70.4557,cambio_edificio,13.0456,13.0456
r8,r30,E4,E2,1,3,99.3177,cambio_edificio,15.9318,15.9318
r9,r1,E1,E1,1,1,8.0,mismo_piso,1.3,1.3
r9,r2,E1,E2,1,1,70.4557,cambio_edificio,13.0456,13.0456
r9,r3,E1,E3,1,1,140.2284,cambio_edificio,20.0228,20.0228
r9,r4,E1,E4,1,1,62.0,cambio_edificio,12.2,12.2
r9,r5,E1,E1,1,1,11.3137,mismo_piso,1.6314,1.6314
r9,r6,E1,E2,1,1,78.4092,cambio_edificio,13.8409,13.8409
r9,r7,E1,E3,1,1,148.2161,cambio_edificio,20.8216,20.8216
r9,r8,E1,E4,1,1,62.514,cambio_edificio,12.2514,12.2514
r9,r9,E1,E1,1,1,0.0,misma_sala,0.0,0.0
r9,r10,E1,E2,1,1,70.0,cambio_edificio,13.0,13.0
r9,r11,E1,E3,1,1,140.0,cambio_edificio,20.0,20.0
r9,r12,E1,E4,1,1,70.0,cambio_edificio,13.0,13.0
r9,r13,E1,E1,1,2,8.9443,distinto_piso,2.8944,2.8944
r9,r14,E1,E2,1,2,70.5691,cambio_edificio,13.0569,13.0569
r9,r15,E1,E3,1,2,140.2854,cambio_edificio,20.0285,20.0285
r9,r16,E1,E4,1,2,62.1289,cambio_edificio,12.2129,12.2129
r9,r17,E1,E1,1,2,12.0,distinto_piso,3.2,3.2
r9,r18,E1,E2,1,2,78.5111,cambio_edificio,13.8511,13.8511
r9,r19,E1,E3,1,2,148.27,cambio_edificio,20.827,20.827
r9,r20,E1,E4,1,2,62.6418,cambio_edificio,12.2642,12.2642
r9,r21,E1,E1,1,2,4.0,distinto_piso,2.4,2.4
r9,r22,E1,E2,1,2,70.1142,cambio_edificio,13.0114,13.0114
r9,r23,E1,E3,1,2,140.0571,cambio_edificio,20.0057,20.0057
r9,r24,E1,E4,1,2,70.1142,cambio_edificio,13.0114,13.0114
r9,r25,E1,E1,1,3,11.3137,distinto_piso,3.1314,3.1314
r9,r26,E1,E2,1,3,70.9084,cambio_edificio,13.0908,13.0908
r9,r27,E1,E3,1,3,140.4564,cambio_edificio,20.0456,20.0456
r9,r28,E1,E4,1,3,62.514,cambio_edificio,12.2514,12.2514
r9,r29,E1,E1,1,3,13.8564,distinto_piso,3.3856,3.3856
r9,r30,E1,E2,1,3,78.8162,cambio_edificio,13.8816,13.8816
r10,r1,E2,E1,1,1,70.4557,cambio_edificio,13.0456,13.0456
r10,r2,E2,E2,1,1,8.0,mismo_piso,1.3,1.3
r10,r3,E2,E3,1,1,70.4557,cambio_edificio,13.0456,13.0456
r10,r4,E2,E4,1,1,93.5094,cambio_edificio,15.3509,15.3509
r10,r5,E2,E1,1,1,62.514,cambio_edificio,12.2514,12.2514
r10,r6,E2,E2,1,1,11.3137,mismo_piso,1.6314,1.6314
r10,r7,E2,E3,1,1,78.4092,cambio_edificio,13.8409,13.8409
r10,r8,E2,E4,1,1,87.6812,cambio_edificio,14.7681,14.7681
r10,r9,E2,E1,1,1,70.0,cambio_edificio,13.0,13.0
r10,r10,E2,E2,1,1,0.0,misma_sala,0.0,0.0
r10,r11,E2,E3,1,1,70.0,cambio_edificio,13.0,13.0
r10,r12,E2,E4,1,1,98.9949,cambio_edificio,15.8995,15.8995
r10,r13,E2,E1,1,2,70.5691,cambio_edificio,13.0569,13.0569
r10,r14,E2,E2,1,2,8.9443,distinto_piso,2.8944,2.8944
r10,r15,E2,E3,1,2,70.5691,cambio_edificio,13.0569,13.0569
r10,r16,E2,E4,1,2,93.5949,cambio_edificio,15.3595,15.3595
r10,r17,E2,E1,1,2,62.6418,cambio_edificio,12.2642,12.2642
r10,r18,E2,E2,1,2,12.0,distinto_piso,3.2,3.2
r10,r19,E2,E3,1,2,78.5111,cambio_edificio,13.8511,13.8511
r10,r20,E2,E4,1,2,87.7724,cambio_edificio,14.7772,14.7772
r10,r21,E2,E1,1,2,70.1142,cambio_edificio,13.0114,13.0114
r10,r22,E2,E2,1,2,4.0,distinto_piso,2.4,2.4
r10,r23,E2,E3,1,2,70.1142,cambio_edificio,13.0114,13.0114
r10,r24,E2,E4,1,2,99.0757,cambio_edificio,15.9076,15.9076
r10,r25,E2,E1,1,3,70.9084,cambio_edificio,13.0908,13.0908
r10,r26,E2,E2,1,3,11.3137,distinto_piso,3.1314,3.1314
r10,r27,E2,E3,1,3,70.9084,cambio_edificio,13.0908,13.0908
r10,r28,E2,E4,1,3,93.8509,cambio_edificio,15.3851,15.3851
r10,r29,E2,E1,1,3,63.0238,cambio_edificio,12.3024,12.3024
r10,r30,E2,E2,1,3,13.8564,distinto_piso,3.3856,3.3856
r11,r1,E3,E1,1,1,140.2284,cambio_edificio,20.0228,20.0228
r11,r2,E3,E2,1,1,70.4557,cambio_edificio,13.0456,13.0456
r11,r3,E3,E3,1,1,8.0,mismo_piso,1.3,1.3
r11,r4,E3,E4,1,1,153.1143,cambio_edificio,21.3114,21.3114
r11,r5,E3,E1,1,1,132.2422,cambio_edificio,19.2242,19.2242
r11,r6,E3,E2,1,1,62.514,cambio_edificio,12.2514,12.2514
r11,r7,E3,E3,1,1,11.3137,mismo_piso,1.6314,1.6314
r11,r8,E3,E4,1,1,145.8355,cambio_edificio,20.5836,20.5836
r11,r9,E3,E1,1,1,140.0,cambio_edificio,20.0,20.0
r11,r10,E3,E2,1,1,70.0,cambio_edificio,13.0,13.0
r11,r11,E3,E3,1,1,0.0,misma_sala,0.0,0.0
r11,r12,E3,E4,1,1,156.5248,cambio_edificio,21.6525,21.6525
r11,r13,E3,E1,1,2,140.2854,cambio_edificio,20.0285,20.0285
r11,r14,E3,E2,1,2,70.5691,cambio_edificio,13.0569,13.0569
r11,r15,E3,E3,1,2,8.9443,distinto_piso,2.8944,2.8944
r11,r16,E3,E4,1,2,153.1666,cambio_edificio,21.3167,21.3167
r11,r17,E3,E1,1,2,132.3027,cambio_edificio,19.2303,19.2303
r11,r18,E3,E2,1,2,62.6418,cambio_edificio,12.2642,12.2642
r11,r19,E3,E3,1,2,12.0,distinto_piso,3.2,3.2
r11,r20,E3,E4,1,2,145.8904,cambio_edificio,20.589,20.589
r11,r21,E3,E1,1,2,140.0571,cambio_edificio,20.0057,20.0057
r11,r22,E3,E2,1,2,70.1142,cambio_edificio,13.0114,13.0114
r11,r23,E3,E3,1,2,4.0,distinto_piso,2.4,2.4
r11,r24,E3,E4,1,2,156.5759,cambio_edificio,21.6576,21.6576
r11,r25,E3,E1,1,3,140.4564,cambio_edificio,20.0456,20.0456
r11,r26,E3,E2,1,3,70.9084,cambio_edificio,13.0908,13.0908
r11,r27,E3,E3,1,3,11.3137,distinto_piso,3.1314,3.1314
r11,r28,E3,E4,1,3,153.3232,cambio_edificio,21.3323,21.3323
r11,r29,E3,E1,1,3,132.484,cambio_edificio,19.2484,19.2484
r11,r30,E3,E2,1,3,63.0238,cambio_edificio,12.3024,12.3024
r12,r1,E4,E1,1,1,78.0,cambio_edificio,13.8,13.8
r12,r2,E4,E2,1,1,104.8046,cambio_edificio,16.4805,16.4805
r12,r3,E4,E3,1,1,160.2623,cambio_edificio,22.0262,22.0262
r12,r4,E4,E4,1,1,8.0,mismo_piso,1.3,1.3
r12,r5,E4,E1,1,1,78.4092,cambio_edificio,13.8409,13.8409
r12,r6,E4,E2,1,1,110.3087,cambio_edificio,17.0309,17.0309
r12,r7,E4,E3,1,1,167.2961,cambio_edificio,22.7296,22.7296
r12,r8,E4,E4,1,1,11.3137,mismo_piso,1.6314,1.6314
r12,r9,E4,E1,1,1,70.0,cambio_edificio,13.0,13.0
r12,r10,E4,E2,1,1,98.9949,cambio_edificio,15.8995,15.8995
r12,r11,E4,E3,1,1,156.5248,cambio_edificio,21.6525,21.6525
r12,r12,E4,E4,1,1,0.0,misma_sala,0.0,0.0
r12,r13,E4,E1,1,2,78.1025,cambio_edificio,13.8102,13.8102
r12,r14,E4,E2,1,2,104.8809,cambio_edificio,16.4881,16.4881
r12,r15,E4,E3,1,2,160.3122,cambio_edificio,22.0312,22.0312
r12,r16,E4,E4,1,2,8.9443,distinto_piso,2.8944,2.8944
r12,r17,E4,E1,1,2,78.5111,cambio_edificio,13.8511,13.8511
r12,r18,E4,E2,1,2,110.3812,cambio_edificio,17.0381,17.0381
r12,r19,E4,E3,1,2,167.344,cambio_edificio,22.7344,22.7344
r12,r20,E4,E4,1,2,12.0,distinto_piso,3.2,3.2
r12,r21,E4,E1,1,2,70.1142,cambio_edificio,13.0114,13.0114
r12,r22,E4,E2,1,2,99.0757,cambio_edificio,15.9076,15.9076
r12,r23,E4,E3,1,2,156.5759,cambio_edificio,21.6576,21.6576
r12,r24,E4,E4,1,2,4.0,distinto_piso,2.4,2.4
r12,r25,E4,E1,1,3,78.4092,cambio_edificio,13.8409,13.8409
r12,r26,E4,E2,1,3,105.1095,cambio_edificio,16.5109,16.5109
r12,r27,E4,E3,1,3,160.4618,cambio_edificio,22.0462,22.0462
r12,r28,E4,E4,1,3,11.3137,distinto_piso,3.1314,3.1314
r12,r29,E4,E1,1,3,78.8162,cambio_edificio,13.8816,13.8816
r12,r30,E4,E2,1,3,110.5984,cambio_edificio,17.0598,17.0598
r13,r1,E1,E1,2,1,4.0,distinto_piso,2.4,2.4
r13,r2,E1,E2,2,1,70.1142,cambio_edificio,13.0114,13.0114
r13,r3,E1,E3,2,1,140.0571,cambio_edificio,20.0057,20.0057
r13,r4,E1,E4,2,1,70.1142,cambio_edificio,13.0114,13.0114
r13,r5,E1,E1,2,1,8.9443,distinto_piso,2.8944,2.8944
r13,r6,E1,E2,2,1,78.1025,cambio_edificio,13.8102,13.8102
